"Famille";"Catégories";"Nom";"Description";"Prix";"Poids";"NT";"Fabricant";"Compétences / Attributs";"Bonus";"Niv Max";"Nation";"Dommage";"Choc";"Portée";"FOR";"Init";"Mode de tir";"Mun.(Coût)";"CAL.";"DIS (M.Noir)";"Compétence associée";"Protection";"Choc*";"Localisations";"Catégorie de malus";"Contenance";"Etanchéité";"Armes eligible";"Effets Munitions"
"Munitions";"Balles";"5.56 mm - Balle standard - Arme d’épaule";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";6;"0.012 kg";"II";;;;;;;;;;;;;;;;;;;;;;"AX 56 | Dela ZE | FAV 34 | Kevler | MASS 64 | Morgan EX | Scorpion Ultra | Mini-canon rotatif";"DMG=BASE"
"Munitions";"Balles";"7 mm - Balle standard - Pistolet moyen";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";7;"0.018 kg";"II";;;;;;;;;;;;;;;;;;;;;;"MK28 | Norston | Ozer 43 | Véga python";"DMG=BASE"
"Munitions";"Balles";"7.62 mm - Balle APHC - Arme d’épaule";"Cette balle ne peut être utilisée qu’avec des armes d’épaule ou lourdes. C’est une balle pleine avec un cœur lourd en tungstène et des parois plus légères et destinées à percer les protections, les armures simples et les blindages. En raison de sa plus grande stabilité et du fait qu’elle se déforme peu, elle inflige en revanche moins de dommages physiques qu’une balle chemisée. Coût x 2 (marché noir uniquement).";66;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"FAV 76 | FV 12 Répliquant | Gem 400 | Loknar | Néca II | Nérid 650 | Sniper NZC | Cougar | Slice Mod II | Ten DS";"DMG=SET(3D10+5);TXT=PEN=SET(18)|FX=APHC"
"Munitions";"Balles";"7.62 mm - Balle IEM - Arme d’épaule";"Une balle IEM peut être utilisée avec toutes les armes à feu sauf les pistolets légers et les mini-pistolets. Cette balle inflige moitié moins de dommages, mais elle libère une onde électromagnétique sur la cible, imposant un Test de panne avec un malus, pour les équipements électroniques, de -1 par 2D10 points de dommages de l’arme. Coût x 2.";66;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"FAV 76 | FV 12 Répliquant | Gem 400 | Loknar | Néca II | Nérid 650 | Sniper NZC | Cougar | Slice Mod II | Ten DS";"DMG=MUL(0.5);TXT=FX=IEM(TEST_PANNE:-1/2D10_ARME)"
"Munitions";"Balles";"7.62 mm - Balle SAP - Arme d’épaule";"Cette balle est utilisée dans les pistolets et pistolets mitrailleur (légers, moyens et lourds) ainsi que dans les fusils et fusils d’assaut (légers et lourds). C’est une balle pleine avec un cœur en acier renforcé et destinée à percer les armures et les blindages pas trop épais. Cette balle représente un bon compromis entre la balle chemisée et la balle perforante (elle inflige des dommages raisonnables tout en ayant un certain pouvoir pénétrant). Coût augmenté de 50 % (marché noir uniquement).";16;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"FAV 76 | FV 12 Répliquant | Gem 400 | Loknar | Slice Mod II | Ten DS";"DMG=SET(4D10);TXT=PEN=SET(9)|FX=SAP"
"Munitions";"Balles";"7.62 mm - Balle SAP - Fusil de précision";"Cette balle est utilisée dans les pistolets et pistolets mitrailleur (légers, moyens et lourds) ainsi que dans les fusils et fusils d’assaut (légers et lourds). C’est une balle pleine avec un cœur en acier renforcé et destinée à percer les armures et les blindages pas trop épais. Cette balle représente un bon compromis entre la balle chemisée et la balle perforante (elle inflige des dommages raisonnables tout en ayant un certain pouvoir pénétrant). Coût augmenté de 50 % (marché noir uniquement).";100;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Néca II | Nérid 650 | Sniper NZC | Cougar";"DMG=SET(4D10+1);TXT=PEN=SET(11)|FX=SAP"
"Munitions";"Balles";"7.62 mm - Balle SLAP - Fusil de précision";"Ce projectile n’est utilisé que par des fusils de précision moyen (7,62 mm) ou lourd (12,7 mm). Cette munition possède un cœur en tungstène, entouré d’un « sabot » qui se détache juste après le tir. Le projectile qui pénètre la cible est donc d’un diamètre plus petit que le calibre originel, augmentant ainsi considérablement la pénétration. Il inflige en revanche moins de dommages physiques qu’une balle chemisée. Coût x 3 (marché noir uniquement).";260;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Nérid 650 | Sniper NZC | Cougar";"DMG=SET(3D10+5);TXT=PEN=SET(18)|FX=SLAP"
"Munitions";"Balles";"7.62 mm - Balle assommante - Arme d’épaule";"C’est une balle en caoutchouc utilisées dans certaines armes anti-émeutes (fusil à pompe par exemple). Les dommages physiques de ces balles ne sont que d’1D6+2. En revanche, elles infligent des Dommages de Choc de 5D10 à bout portant, puis de 4D10 à courte portée, de 3D10 à moyenne portée, de 2D10 à longue portée et enfin d’1D10 à portée extrême. Le coût de ce projectile est doublé.";66;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"FAV 76 | FV 12 Répliquant | Gem 400 | Loknar | Néca II | Nérid 650 | Sniper NZC | Cougar | Slice Mod II | Ten DS";"DMG=SET(1D6+2);CHOC=SET(BP:5D10,C:4D10,M:3D10,L:2D10,E:1D10);TXT=FX=ASSOMMANTE"
"Munitions";"Balles";"7.62 mm - Balle explosive - Arme d’épaule";"Une balle explosive ne peut être utilisée qu’avec des armes d’épaule ou lourdes de calibre 7,5 mm ou plus (fusil d’assaut lourd, mitrailleuse légère, etc.) à l’exception des MHCT légères. Cette balle offre un bonus aux Dommages de 1D10 + 1 point par 5D10 de dommages de l’arme et crée de plus des Dommages de Choc de 1D10 + 1 point par 5D10 de dommages de l’arme. Les dégâts de Choc dus à l’explosion ne sont pas arrêtés par une protection ou une armure simple. Coût x 4 (marché noir uniquement).";132;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"FAV 76 | FV 12 Répliquant | Gem 400 | Loknar | Néca II | Nérid 650 | Sniper NZC | Cougar | Slice Mod II | Ten DS";"DMG=ADD(1D10,+1/5D10_ARME);CHOC=ADD(1D10,+1/5D10_ARME);TXT=ARMOR=CHOC_IGNORE_SIMPLE|FX=EXPLOSIVE"
"Munitions";"Balles";"7.62 mm - Balle standard - Fusil de précision";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";66;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Néca II | Nérid 650 | Sniper NZC | Cougar";"DMG=BASE"
"Munitions";"Balles";"7.62 mm - Balle standard - Fusil d’assaut lourd";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";15;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"FAV 76";"DMG=BASE"
"Munitions";"Balles";"7.62 mm - Balle standard - Fusil standard";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";12;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Loknar | Slice Mod II | Ten DS";"DMG=BASE"
"Munitions";"Balles";"7.62 mm - Balle standard - Mitrailleuse légère";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";8;"0.025 kg";"II";;;;;;;;;;;;;;;;;;;;;;"FV 12 Répliquant | Gem 400";"DMG=BASE"
"Munitions";"Balles";"7.62 mm - Balle standard - Fusil électromagnétique";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";2;"0.012 kg";"IV";;;;;;;;;;;;;;;;;;;;;;"Fusil Gauss";"DMG=BASE"
"Munitions";"Balles";"7.65 mm - Balle HP - Pistolet moyen";"Une balle expansive ne peut être utilisée qu’avec les armes de poing (de calibre moyen à lourd), les pistolets mitrailleurs ainsi que certains fusils de chasse à balles. La tête de cette balle se déforme à l’impact augmentant ainsi sa surface frontale, ce qui a pour conséquence d’accroître considérablement les dommages infligés. Malheureusement, en présence d’armures, la balle en se déformant, a beaucoup plus de mal à pénétrer qu’une balle chemisée. Ces balles sont aussi appelées balles à pointes creuses. La valeur de protection de l’armure adverse (s’il y en a une) est augmentée de 1 point plus 1 point par D10 de Dommages de l’arme, mais tous les dommages physiques qui passent l’armure sont augmentés de 2 plus 1 par D10. Le coût de ce projectile est augmenté de moitié.";11;"0.01 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Mc Glenn";"DMG=BASE;TXT=ARMOR=TARGET_PLUS(1+1/D10_ARME)|PASS=PLUS(2+1/D10_ARME)|FX=HP"
"Munitions";"Balles";"7.65 mm - Balle SAP - Pistolet moyen";"Cette balle est utilisée dans les pistolets et pistolets mitrailleur (légers, moyens et lourds) ainsi que dans les fusils et fusils d’assaut (légers et lourds). C’est une balle pleine avec un cœur en acier renforcé et destinée à percer les armures et les blindages pas trop épais. Cette balle représente un bon compromis entre la balle chemisée et la balle perforante (elle inflige des dommages raisonnables tout en ayant un certain pouvoir pénétrant). Coût augmenté de 50 % (marché noir uniquement).";11;"0.01 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Mc Glenn";"DMG=SET(2D10+3);TXT=PEN=SET(5)|FX=SAP"
"Munitions";"Balles";"7.65 mm - Balle assommante - Pistolet moyen";"C’est une balle en caoutchouc utilisées dans certaines armes anti-émeutes (fusil à pompe par exemple). Les dommages physiques de ces balles ne sont que d’1D6+2. En revanche, elles infligent des Dommages de Choc de 5D10 à bout portant, puis de 4D10 à courte portée, de 3D10 à moyenne portée, de 2D10 à longue portée et enfin d’1D10 à portée extrême. Le coût de ce projectile est doublé.";15;"0.01 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Mc Glenn";"DMG=SET(1D6+2);CHOC=SET(BP:5D10,C:4D10,M:3D10,L:2D10,E:1D10);TXT=FX=ASSOMMANTE"
"Munitions";"Balles";"7.65 mm - Balle standard - Pistolet moyen";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";8;"0.01 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Mc Glenn";"DMG=BASE"
"Munitions";"Balles";"9 mm - Balle HP - Arme de poing";"Une balle expansive ne peut être utilisée qu’avec les armes de poing (de calibre moyen à lourd), les pistolets mitrailleurs ainsi que certains fusils de chasse à balles. La tête de cette balle se déforme à l’impact augmentant ainsi sa surface frontale, ce qui a pour conséquence d’accroître considérablement les dommages infligés. Malheureusement, en présence d’armures, la balle en se déformant, a beaucoup plus de mal à pénétrer qu’une balle chemisée. Ces balles sont aussi appelées balles à pointes creuses. La valeur de protection de l’armure adverse (s’il y en a une) est augmentée de 1 point plus 1 point par D10 de Dommages de l’arme, mais tous les dommages physiques qui passent l’armure sont augmentés de 2 plus 1 par D10. Le coût de ce projectile est augmenté de moitié.";16;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Pek II | Tylman | Scorpion";"DMG=BASE;TXT=ARMOR=TARGET_PLUS(1+1/D10_ARME)|PASS=PLUS(2+1/D10_ARME)|FX=HP"
"Munitions";"Balles";"9 mm - Balle HP - Pistolet-mitrailleur léger";"Une balle expansive ne peut être utilisée qu’avec les armes de poing (de calibre moyen à lourd), les pistolets mitrailleurs ainsi que certains fusils de chasse à balles. La tête de cette balle se déforme à l’impact augmentant ainsi sa surface frontale, ce qui a pour conséquence d’accroître considérablement les dommages infligés. Malheureusement, en présence d’armures, la balle en se déformant, a beaucoup plus de mal à pénétrer qu’une balle chemisée. Ces balles sont aussi appelées balles à pointes creuses. La valeur de protection de l’armure adverse (s’il y en a une) est augmentée de 1 point plus 1 point par D10 de Dommages de l’arme, mais tous les dommages physiques qui passent l’armure sont augmentés de 2 plus 1 par D10. Le coût de ce projectile est augmenté de moitié.";21;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Paloma";"DMG=BASE;TXT=ARMOR=TARGET_PLUS(1+1/D10_ARME)|PASS=PLUS(2+1/D10_ARME)|FX=HP"
"Munitions";"Balles";"9 mm - Balle IEM - Arme de poing";"Une balle IEM peut être utilisée avec toutes les armes à feu sauf les pistolets légers et les mini-pistolets. Cette balle inflige moitié moins de dommages, mais elle libère une onde électromagnétique sur la cible, imposant un Test de panne avec un malus, pour les équipements électroniques, de -1 par 2D10 points de dommages de l’arme. Coût x 2.";21;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Pek II | Tylman | Scorpion";"DMG=MUL(0.5);TXT=FX=IEM(TEST_PANNE:-1/2D10_ARME)"
"Munitions";"Balles";"9 mm - Balle IEM - Pistolet-mitrailleur léger";"Une balle IEM peut être utilisée avec toutes les armes à feu sauf les pistolets légers et les mini-pistolets. Cette balle inflige moitié moins de dommages, mais elle libère une onde électromagnétique sur la cible, imposant un Test de panne avec un malus, pour les équipements électroniques, de -1 par 2D10 points de dommages de l’arme. Coût x 2.";29;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Paloma";"DMG=MUL(0.5);TXT=FX=IEM(TEST_PANNE:-1/2D10_ARME)"
"Munitions";"Balles";"9 mm - Balle SAP - Arme de poing / pistolet-mitrailleur";"Cette balle est utilisée dans les pistolets et pistolets mitrailleur (légers, moyens et lourds) ainsi que dans les fusils et fusils d’assaut (légers et lourds). C’est une balle pleine avec un cœur en acier renforcé et destinée à percer les armures et les blindages pas trop épais. Cette balle représente un bon compromis entre la balle chemisée et la balle perforante (elle inflige des dommages raisonnables tout en ayant un certain pouvoir pénétrant). Coût augmenté de 50 % (marché noir uniquement).";17;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Pek II | Tylman | Scorpion | Paloma";"DMG=SET(2D10+5);TXT=PEN=SET(6)|FX=SAP"
"Munitions";"Balles";"9 mm - Balle assommante - Arme de poing";"C’est une balle en caoutchouc utilisées dans certaines armes anti-émeutes (fusil à pompe par exemple). Les dommages physiques de ces balles ne sont que d’1D6+2. En revanche, elles infligent des Dommages de Choc de 5D10 à bout portant, puis de 4D10 à courte portée, de 3D10 à moyenne portée, de 2D10 à longue portée et enfin d’1D10 à portée extrême. Le coût de ce projectile est doublé.";21;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Pek II | Tylman | Scorpion";"DMG=SET(1D6+2);CHOC=SET(BP:5D10,C:4D10,M:3D10,L:2D10,E:1D10);TXT=FX=ASSOMMANTE"
"Munitions";"Balles";"9 mm - Balle assommante - Pistolet-mitrailleur léger";"C’est une balle en caoutchouc utilisées dans certaines armes anti-émeutes (fusil à pompe par exemple). Les dommages physiques de ces balles ne sont que d’1D6+2. En revanche, elles infligent des Dommages de Choc de 5D10 à bout portant, puis de 4D10 à courte portée, de 3D10 à moyenne portée, de 2D10 à longue portée et enfin d’1D10 à portée extrême. Le coût de ce projectile est doublé.";29;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Paloma";"DMG=SET(1D6+2);CHOC=SET(BP:5D10,C:4D10,M:3D10,L:2D10,E:1D10);TXT=FX=ASSOMMANTE"
"Munitions";"Balles";"9 mm - Balle standard - Arme de poing";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";10;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Pek II | Tylman | Scorpion";"DMG=BASE"
"Munitions";"Balles";"9 mm - Balle standard - Pistolet-mitrailleur léger";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";14;"0.015 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Paloma";"DMG=BASE"
"Munitions";"Balles";"10.92 mm - Balle HP - Pistolet lourd";"Une balle expansive ne peut être utilisée qu’avec les armes de poing (de calibre moyen à lourd), les pistolets mitrailleurs ainsi que certains fusils de chasse à balles. La tête de cette balle se déforme à l’impact augmentant ainsi sa surface frontale, ce qui a pour conséquence d’accroître considérablement les dommages infligés. Malheureusement, en présence d’armures, la balle en se déformant, a beaucoup plus de mal à pénétrer qu’une balle chemisée. Ces balles sont aussi appelées balles à pointes creuses. La valeur de protection de l’armure adverse (s’il y en a une) est augmentée de 1 point plus 1 point par D10 de Dommages de l’arme, mais tous les dommages physiques qui passent l’armure sont augmentés de 2 plus 1 par D10. Le coût de ce projectile est augmenté de moitié.";15;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Véga Ultra";"DMG=BASE;TXT=ARMOR=TARGET_PLUS(1+1/D10_ARME)|PASS=PLUS(2+1/D10_ARME)|FX=HP"
"Munitions";"Balles";"10.92 mm - Balle IEM - Pistolet lourd";"Une balle IEM peut être utilisée avec toutes les armes à feu sauf les pistolets légers et les mini-pistolets. Cette balle inflige moitié moins de dommages, mais elle libère une onde électromagnétique sur la cible, imposant un Test de panne avec un malus, pour les équipements électroniques, de -1 par 2D10 points de dommages de l’arme. Coût x 2.";20;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Véga Ultra";"DMG=MUL(0.5);TXT=FX=IEM(TEST_PANNE:-1/2D10_ARME)"
"Munitions";"Balles";"10.92 mm - Balle SAP - Pistolet lourd";"Cette balle est utilisée dans les pistolets et pistolets mitrailleur (légers, moyens et lourds) ainsi que dans les fusils et fusils d’assaut (légers et lourds). C’est une balle pleine avec un cœur en acier renforcé et destinée à percer les armures et les blindages pas trop épais. Cette balle représente un bon compromis entre la balle chemisée et la balle perforante (elle inflige des dommages raisonnables tout en ayant un certain pouvoir pénétrant). Coût augmenté de 50 % (marché noir uniquement).";15;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Véga Ultra";"DMG=SET(3D10+1);TXT=PEN=SET(7)|FX=SAP"
"Munitions";"Balles";"10.92 mm - Balle assommante - Pistolet lourd";"C’est une balle en caoutchouc utilisées dans certaines armes anti-émeutes (fusil à pompe par exemple). Les dommages physiques de ces balles ne sont que d’1D6+2. En revanche, elles infligent des Dommages de Choc de 5D10 à bout portant, puis de 4D10 à courte portée, de 3D10 à moyenne portée, de 2D10 à longue portée et enfin d’1D10 à portée extrême. Le coût de ce projectile est doublé.";20;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Véga Ultra";"DMG=SET(1D6+2);CHOC=SET(BP:5D10,C:4D10,M:3D10,L:2D10,E:1D10);TXT=FX=ASSOMMANTE"
"Munitions";"Balles";"10.92 mm - Balle standard - Pistolet lourd";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";10;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Véga Ultra";"DMG=BASE"
"Munitions";"Balles";"11.43 mm - Balle HP - Pistolet lourd";"Une balle expansive ne peut être utilisée qu’avec les armes de poing (de calibre moyen à lourd), les pistolets mitrailleurs ainsi que certains fusils de chasse à balles. La tête de cette balle se déforme à l’impact augmentant ainsi sa surface frontale, ce qui a pour conséquence d’accroître considérablement les dommages infligés. Malheureusement, en présence d’armures, la balle en se déformant, a beaucoup plus de mal à pénétrer qu’une balle chemisée. Ces balles sont aussi appelées balles à pointes creuses. La valeur de protection de l’armure adverse (s’il y en a une) est augmentée de 1 point plus 1 point par D10 de Dommages de l’arme, mais tous les dommages physiques qui passent l’armure sont augmentés de 2 plus 1 par D10. Le coût de ce projectile est augmenté de moitié.";17;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Faucheur III";"DMG=BASE;TXT=ARMOR=TARGET_PLUS(1+1/D10_ARME)|PASS=PLUS(2+1/D10_ARME)|FX=HP"
"Munitions";"Balles";"11.43 mm - Balle IEM - Pistolet lourd";"Une balle IEM peut être utilisée avec toutes les armes à feu sauf les pistolets légers et les mini-pistolets. Cette balle inflige moitié moins de dommages, mais elle libère une onde électromagnétique sur la cible, imposant un Test de panne avec un malus, pour les équipements électroniques, de -1 par 2D10 points de dommages de l’arme. Coût x 2.";22;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Faucheur III";"DMG=MUL(0.5);TXT=FX=IEM(TEST_PANNE:-1/2D10_ARME)"
"Munitions";"Balles";"11.43 mm - Balle SAP - Pistolet lourd";"Cette balle est utilisée dans les pistolets et pistolets mitrailleur (légers, moyens et lourds) ainsi que dans les fusils et fusils d’assaut (légers et lourds). C’est une balle pleine avec un cœur en acier renforcé et destinée à percer les armures et les blindages pas trop épais. Cette balle représente un bon compromis entre la balle chemisée et la balle perforante (elle inflige des dommages raisonnables tout en ayant un certain pouvoir pénétrant). Coût augmenté de 50 % (marché noir uniquement).";17;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Faucheur III";"DMG=SET(3D10);TXT=PEN=SET(7)|FX=SAP"
"Munitions";"Balles";"11.43 mm - Balle assommante - Pistolet lourd";"C’est une balle en caoutchouc utilisées dans certaines armes anti-émeutes (fusil à pompe par exemple). Les dommages physiques de ces balles ne sont que d’1D6+2. En revanche, elles infligent des Dommages de Choc de 5D10 à bout portant, puis de 4D10 à courte portée, de 3D10 à moyenne portée, de 2D10 à longue portée et enfin d’1D10 à portée extrême. Le coût de ce projectile est doublé.";22;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Faucheur III";"DMG=SET(1D6+2);CHOC=SET(BP:5D10,C:4D10,M:3D10,L:2D10,E:1D10);TXT=FX=ASSOMMANTE"
"Munitions";"Balles";"11.43 mm - Balle standard - Pistolet lourd";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";11;"0.03 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Faucheur III";"DMG=BASE"
"Munitions";"Balles";"12.7 mm - Balle APHC - Mitrailleuse lourde";"Cette balle ne peut être utilisée qu’avec des armes d’épaule ou lourdes. C’est une balle pleine avec un cœur lourd en tungstène et des parois plus légères et destinées à percer les protections, les armures simples et les blindages. En raison de sa plus grande stabilité et du fait qu’elle se déforme peu, elle inflige en revanche moins de dommages physiques qu’une balle chemisée. Coût x 2 (marché noir uniquement).";26;"0.12 kg";"II";;;;;;;;;;;;;;;;;;;;;;"F67 | Gatling micro Cyclone | Ningram";"DMG=SET(4D10+3);TXT=PEN=SET(24)|FX=APHC"
"Munitions";"Balles";"12.7 mm - Balle IEM - Mitrailleuse lourde";"Une balle IEM peut être utilisée avec toutes les armes à feu sauf les pistolets légers et les mini-pistolets. Cette balle inflige moitié moins de dommages, mais elle libère une onde électromagnétique sur la cible, imposant un Test de panne avec un malus, pour les équipements électroniques, de -1 par 2D10 points de dommages de l’arme. Coût x 2.";26;"0.12 kg";"II";;;;;;;;;;;;;;;;;;;;;;"F67 | Gatling micro Cyclone | Ningram";"DMG=MUL(0.5);TXT=FX=IEM(TEST_PANNE:-1/2D10_ARME)"
"Munitions";"Balles";"12.7 mm - Balle explosive - Mitrailleuse lourde";"Une balle explosive ne peut être utilisée qu’avec des armes d’épaule ou lourdes de calibre 7,5 mm ou plus (fusil d’assaut lourd, mitrailleuse légère, etc.) à l’exception des MHCT légères. Cette balle offre un bonus aux Dommages de 1D10 + 1 point par 5D10 de dommages de l’arme et crée de plus des Dommages de Choc de 1D10 + 1 point par 5D10 de dommages de l’arme. Les dégâts de Choc dus à l’explosion ne sont pas arrêtés par une protection ou une armure simple. Coût x 4 (marché noir uniquement).";51;"0.12 kg";"II";;;;;;;;;;;;;;;;;;;;;;"F67 | Gatling micro Cyclone | Ningram";"DMG=ADD(1D10,+1/5D10_ARME);CHOC=ADD(1D10,+1/5D10_ARME);TXT=ARMOR=CHOC_IGNORE_SIMPLE|FX=EXPLOSIVE"
"Munitions";"Balles";"12.7 mm - Balle shrapnel - Mitrailleuse lourde";"Ce type de balle ne peut être tirée que par une arme dont le calibre est au moins de 12,7 mm (Dommages de 5D10+1 ou plus). Après le tir, la balle éclate en une multitude de microdards d’acier qui affectent une zone en forme de cône de 3 mètres de diamètre. Compte tenu de la dispersion des dards, la portée de l’arme est plus faible qu’avec des balles chemisées. Ainsi, la portée courte n’est que de 10 m et les autres portées sont décalées d’un cran vers le bas. Ces dards ont une pénétration de 5 et infligent des dégâts normaux à bout portant et à très courte portée, puis les Dommages sont réduits de 1D10 par portée supplémentaire. Coût x 4 (marché noir uniquement).";51;"0.12 kg";"II";;;;;;;;;;;;;;;;;;;;;;"F67 | Gatling micro Cyclone | Ningram";"DMG=BASE;RANGE=SHORT_10M,SHIFT_-1;TXT=PEN=SET(5)|DMG_DROP=-1D10/RANGE|AREA=CONE_3M|FX=SHRAPNEL"
"Munitions";"Balles";"12.7 mm - Balle standard - Mitrailleuse lourde";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";13;"0.12 kg";"II";;;;;;;;;;;;;;;;;;;;;;"F67 | Gatling micro Cyclone | Ningram";"DMG=BASE"
"Munitions";"Balles";"12.7 mm - Balle standard - Pistolet lourd";"Les dommages et les tarifs des munitions pour armes à feu présentés dans le livre de base correspondent à des modèles standards de NT II (balles pleines chemisées pour les armes légères ou lourdes et obus explosifs pour les canons).";11;"0.12 kg";"II";;;;;;;;;;;;;;;;;;;;;;"MK 56";"DMG=BASE"
"Munitions";"Balles";"15.2 mm - Balle APHC - Fusil anti-matériel";"Cette balle ne peut être utilisée qu’avec des armes d’épaule ou lourdes. C’est une balle pleine avec un cœur lourd en tungstène et des parois plus légères et destinées à percer les protections, les armures simples et les blindages. En raison de sa plus grande stabilité et du fait qu’elle se déforme peu, elle inflige en revanche moins de dommages physiques qu’une balle chemisée. Coût x 2 (marché noir uniquement).";1680;"0.14 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Thor";"DMG=SET(4D10+3);TXT=PEN=SET(24)|FX=APHC"
"Munitions";"Balles";"15.2 mm - Balle IEM - Fusil anti-matériel";"Une balle IEM peut être utilisée avec toutes les armes à feu sauf les pistolets légers et les mini-pistolets. Cette balle inflige moitié moins de dommages, mais elle libère une onde électromagnétique sur la cible, imposant un Test de panne avec un malus, pour les équipements électroniques, de -1 par 2D10 points de dommages de l’arme. Coût x 2.";1680;"0.14 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Thor";"DMG=MUL(0.5);TXT=FX=IEM(TEST_PANNE:-1/2D10_ARME)"
"Munitions";"Balles";"15.2 mm - Balle explosive - Fusil anti-matériel";"Une balle explosive ne peut être utilisée qu’avec des armes d’épaule ou lourdes de calibre 7,5 mm ou plus (fusil d’assaut lourd, mitrailleuse légère, etc.) à l’exception des MHCT légères. Cette balle offre un bonus aux Dommages de 1D10 + 1 point par 5D10 de dommages de l’arme et crée de plus des Dommages de Choc de 1D10 + 1 point par 5D10 de dommages de l’arme. Les dégâts de Choc dus à l’explosion ne sont pas arrêtés par une protection ou une armure simple. Coût x 4 (marché noir uniquement).";3360;"0.14 kg";"II";;;;;;;;;;;;;;;;;;;;;;"Thor";"DMG=ADD(1D10,+1/5D10_ARME);CHOC=ADD(1D10,+1/5D10_ARME);TXT=ARMOR=CHOC_IGNORE_SIMPLE|FX=EXPLOSIVE"
